Feature_0;Feature_1;Feature_2;Label
-0,980667169;1,62524569;-1,401542578;
-0,568675062;0,626041927;-0,577603536;
0,043267082;0,143131148;-0,828804277;
-0,480195111;0,243194614;-0,120437978;
-0,550286613;1,984014389;-2,273337212;
-0,341402334;0,878677644;-1,199725388;
-0,613555127;0,881162817;-1,074005317;
-0,526416879;0,725455276;-0,900048566;
-0,634612237;0,020955151;0,194604079;
0,241543592;0,824960777;-1,645681859;
-0,991705116;1,724634928;-1,182022544;
-0,850582366;-0,96941181;1,01064557;
-0,575580414;0,81936798;-0,652956112;
-0,878313797;0,740964018;-0,325524552;
-0,719067693;0,465152699;-0,229308862;
-0,821841992;1,634233666;-1,255603849;
-0,938690282;0,351391888;-0,073363741;
-0,808393448;1,271660921;-1,19294597;
-0,268260402;-0,680206762;-0,088793449;
-0,370491191;0,347752735;-0,374963373;
-0,866763851;1,743399484;-1,597255724;
-1,025704878;0,954209295;-0,549862938;
-0,419789467;-0,1619539;0,432028897;
-0,585012972;1,298112658;-1,165329506;
-0,852318527;1,171723442;-1,177444633;
-0,897125871;0,628232979;-0,236536537;
-1,37503022;0,176035298;0,557339123;
-0,206258403;0,204203119;-0,776307695;
-0,325852976;0,714518283;-0,915231005;
0,362548961;-0,614816773;-0,240435796;
-0,934045116;1,347539167;-0,887608697;
-0,684400445;0,503665192;-0,359951738;
-0,572396432;-0,453840207;0,600462821;
-0,11353345;0,799082322;-1,150262616;
-1,317792158;2,29827872;-1,530664226;
0,06590308;0,241973543;-0,836722982;
-1,489559446;2,655817723;-1,512528155;
-0,657834385;-0,243670633;0,274514303;
-0,684979417;1,920190789;-1,720966721;
0,10620407;-1,37887069;0,943632082;
-0,464658808;0,161328195;-0,354627723;
0,045806242;-0,535134257;-0,084762282;
-0,889820065;1,050976986;-0,683270369;
-0,680492881;-0,085991661;0,498836143;
-0,731564793;0,368661295;-0,719693003;
-0,980114582;1,171868008;-0,633435769;
-0,296214723;0,800441653;-1,195855876;
-0,247861178;0,022136535;-0,247323387;
-0,438461279;1,685432057;-1,848472535;
-0,277459965;1,273377843;-1,690141056;
-0,351606687;-0,708781699;0,206243539;
-0,882461208;1,144275661;-0,74737722;
-0,795448224;1,008164419;-0,739259748;
-0,690540176;-0,119883255;0,097323844;
-1,055716883;2,139429176;-1,348051006;
-0,645290987;0,616326181;-0,374496086;
0,191234224;-0,514029766;-0,202044269;
-1,236360231;0,775117076;-0,237718275;
-1,051953768;0,727230485;-0,065227274;
-0,660275017;0,885753059;-0,891250269;
-0,19463117;0,183809892;-0,931960517;
-0,03570727;0,122239207;-0,716456555;
-0,465578991;0,732437286;-1,042635529;
-1,273242213;1,571200503;-0,84383091;
-0,964317388;1,274665479;-0,810842811;
-1,06228593;0,97159502;-0,455282307;
-0,920114654;1,070899247;-0,57034306;
-0,596789099;1,516556534;-1,664786537;
-0,640759369;2,071053639;-1,676581418;
-0,322034125;1,156563284;-1,229096955;
-0,716180082;-0,202267419;0,283258835;
-0,366299472;0,296226336;-0,782056651;
-0,9214872;0,941755555;-0,345284208;
-0,938000845;-0,010552608;0,820498001;
-1,076092095;0,949528679;-0,456354967;
-0,469845756;1,599239089;-1,708858239;
-0,811956468;1,103562753;-1,123685985;
-0,612750635;0,952569082;-0,994591707;
-0,972192597;1,355896145;-0,881446422;
-0,908726097;1,037747046;-0,772310295;
-0,633448706;0,899292717;-1,054360766;
-0,765160736;1,515212122;-1,383706617;
-1,155123714;1,629521125;-0,892707384;
0,14625201;-0,321030635;-0,314741309;
-0,793054792;1,586945077;-1,397098588;
-0,544827974;1,266430391;-1,497884564;
0,12164571;0,295711084;-1,147622358;
-0,241874344;0,236245695;-0,657600722;
-1,415998785;0,784696027;0,200144724;
-0,809732197;0,300671342;-0,144372755;
-0,578078725;0,366950152;-0,019412617;
0,055817725;0,647174313;-1,330812751;
-0,33876786;0,176640375;-0,285989853;
-0,056408259;0,280992694;-0,953321549;
-0,761581469;1,695128433;-1,524020273;
-0,828458895;0,993766864;-0,925653595;
-0,841005118;0,778189668;-0,258524045;
-0,064916464;0,148068907;-0,66547405;
-0,497317059;-0,148639759;-0,017989884;
-1,215822647;1,359503972;-0,780655359;
0,047777047;1,391023386;-1,799429239;
-0,182267348;-0,799017216;0,086707486;
-0,540675698;0,610245293;-0,86242717;
0,122858694;-0,831985724;-0,24705736;
-0,947272841;1,619910622;-0,863545343;
-0,034880239;-0,434652911;-0,354259902;
-0,386488613;-0,120192149;-0,096620882;
-0,580433714;0,785977658;-0,603295431;
-0,674563307;0,862817396;-0,626785549;
-0,889983228;0,46230717;-0,332577274;
-0,761616895;0,201796296;-0,056631627;
-0,413850394;0,481163451;-0,863832069;
-1,600289865;1,779421671;-0,719325953;
-1,291621089;0,406547837;0,505847562;
-0,694822276;0,662791713;-0,624153389;
-0,530202106;0,755408072;-0,90810113;
0,288641111;-0,38822174;-0,504418236;
-0,981101036;-0,069299451;0,570612764;
-0,780188458;1,148911102;-0,916190362;
-0,401715945;0,206595597;-0,489171036;
-0,578222347;0,361214788;-0,354001038;
-0,807728209;1,082687585;-0,686143705;
-0,404718597;0,822212699;-0,661209371;
-0,732989353;0,452466958;-0,534552484;
-0,423458266;-0,902031628;0,584754229;
-0,250430531;-0,081913174;-0,12349163;
-0,686592961;1,118536647;-0,86998817;
-1,922131651;2,689163474;-1,157157149;
-0,42829748;0,193360839;-0,107975327;
-0,700903835;1,34991784;-1,2066236;
-0,514310835;0,594641648;-0,56377745;
0,105226689;-0,128736255;-0,661543405;
0,150878371;0,321549115;-1,191431521;
-1,003897564;0,460366777;0,245965987;
-0,267200479;0,64299633;-1,01820102;
0,021599845;0,598101787;-0,989009637;
-0,463092207;-0,002211595;-0,183668623;
-0,920400366;0,21428846;-0,185149054;
-1,678405507;1,901824295;-1,002362261;
-0,773455917;0,756857722;-0,909754352;
-0,192761392;-0,232898865;-0,663220142;
-0,216439047;0,178867745;-0,720738493;
-1,578334432;1,710978844;-0,83828634;
-0,667240087;1,385328273;-0,922303607;
-1,212565141;0,332437085;0,759241464;
-0,41367226;0,025113589;0,034011435;
-0,680988527;0,596249352;-0,565292767;
-0,103766399;0,146216018;-0,768007605;
-0,033718239;-0,690041336;0,071517103;
0,148033583;-0,165682192;-0,768968402;
-0,659444679;1,579450448;-1,689789377;
-0,389883245;1,244007892;-1,383769654;
-0,813592934;1,154003413;-0,922954484;
-0,33418414;1,062490567;-1,038651442;
-0,617141291;0,713522376;-1,091755795;
-0,627476419;0,561443341;-0,689645985;
-0,656231484;0,309047021;-0,559871814;
-1,029338289;0,827834409;-0,37214949;
-0,476724234;-0,506562862;0,358340597;
-0,655517134;1,333708122;-1,165857011;
0,128714378;1,026284184;-1,78800108;
-0,520372708;0,773883661;-0,737307018;
-2,096412947;2,166842167;-0,488134106;
-0,626123689;0,383045829;-0,395170192;
-0,345149865;0,606273604;-0,982260649;
-0,019844351;1,061415184;-1,326770885;
0,261518924;0,238239326;-1,288219481;
-1,202274463;1,466666728;-0,918296563;
-0,974522885;0,308343606;0,027196059;
-1,81007661;2,210655386;-0,810337376;
-1,103841724;1,060354506;-0,202219704;
-0,122079798;2,05042399;-2,740655475;
-0,078373484;-0,93356135;-0,075854421;
-0,623078531;1,218687239;-0,777284827;
-0,663936427;0,809923454;-0,946860881;
-0,689722255;0,28573962;-0,274009455;
-1,117953528;0,463319461;0,06090855;
-0,375835616;0,976683747;-1,317237226;
-1,410917898;0,590388415;0,46273619;
0,074783573;-1,678938066;-1,204722284;
-1,441212849;2,291537953;-1,17652663;
-0,309057575;0,81646197;-1,346198821;
-1,134148709;1,557744251;-1,431728835;
-1,34260183;1,333173295;-0,64345866;
-1,472951263;0,894509585;0,149899375;
-1,024618413;0,688770922;-0,15906459;
-0,52777252;0,025874929;0,022598402;
-0,769512166;1,412822049;-0,999248597;
-0,888486867;0,029327712;-0,066337595;
-0,576502034;1,086468582;-0,639726138;
-1,204183706;1,954797393;-1,108087789;
-0,530296297;0,764347485;-0,482118403;
0,385165314;-1,035381266;-0,427112536;
0,284903951;0,784086979;-1,991707251;
-0,80275275;0,066643564;0,195402936;
-0,758062875;0,708156624;-0,448150654;
-1,525049124;0,949398912;0,015334481;
-0,359699366;1,142074511;-1,541786946;
-0,268962965;1,266918647;-1,669347787;
-0,073461901;0,288316181;-0,958038472;
-0,239703212;0,930362259;-1,209685419;
0,989875419;-1,115562276;-0,620301393;
-0,239407672;0,410146838;-1,052841319;
-1,342912834;1,417477959;-0,564290843;
-0,031710619;-0,493037962;-0,011763806;
-0,930210178;-0,126321066;0,630655351;
-0,099097511;0,91710816;-1,411515959;
-0,167301322;0,176404054;-0,392604166;
-0,822369876;-0,108141977;0,408589787;
-0,350779207;0,116174887;-0,383860913;
-0,650509563;0,807754176;-0,934256408;
-1,018923375;0,474269632;-0,339952632;
-0,696872663;-0,132281721;0,147068689;
0,185530504;-0,478491533;-0,323395135;
-1,02122944;-0,377289555;0,464549923;
-0,381078266;0,252567583;-0,426483574;
-0,631066528;0,886231611;-0,778568983;
0,395958828;-0,316893688;-0,834276725;
-0,106971339;0,755882738;-1,34929022;
-0,396445627;1,394130983;-1,193719523;
-1,615931784;1,518833114;-0,32036153;
-1,014805524;0,76093645;-0,240297762;
-0,331833512;-0,085676074;0,02228484;
-0,215271725;0,000773039;-0,436164409;
-0,897561197;0,030367813;-0,114730521;
-0,701211338;1,32436147;-1,261737147;
-1,32564336;0,961709379;-0,085907258;
-0,612769757;-0,95013236;0,477971126;
-0,649922289;0,619628036;-0,399309682;
-0,781092764;0,771090555;-0,84068234;
0,130541551;0,649992178;-1,443909859;
-1,488098377;0,530102729;0,570893009;
-0,024728471;0,503791483;-0,976341601;
-0,562191689;0,481796191;-0,526518934;
-1,593209017;1,375363666;-0,648902581;
-0,744198231;2,017169949;-1,588311681;
-0,14109567;0,258748469;-0,767983531;
-1,377327598;0,270115188;0,343988659;
-0,533937309;0,650405011;-1,138018064;
-0,701414325;1,364447646;-0,97828164;
-0,92922721;0,84936354;-0,6992965;
-0,181718241;1,348989466;-2,062841054;
-1,207319446;2,055230634;-1,497742394;
-0,922497043;0,707857802;-0,518528107;
-0,464592097;-0,660054582;0,168203711;
-1,116195228;1,866413731;-0,97978562;
-1,661067983;1,908669212;-0,56787273;
-0,946894343;1,57290463;-1,223896458;
-1,032165125;0,835915129;-0,494001146;
-0,72514307;1,494740745;-1,214342896;
-0,367553649;1,918250634;-2,202461364;
-0,594066478;0,137270097;-0,003787718;
-0,906496256;0,877255052;-0,775792715;
-0,415105628;-0,260130067;0,034958317;
-0,737902456;0,650740087;-0,841156022;
-1,10536967;2,107935764;-1,583690098;
-0,582424765;0,475575636;-0,195999468;
-0,395621506;0,350188182;-0,734264488;
-1,140178762;1,119881371;-0,230128488;
-0,562247835;-1,000049438;0,952052242;
-1,263322389;-0,104416869;0,608853526;
-0,965770129;1,579102538;-1,252848006;
-0,162195172;0,056997404;-0,529046088;
0,021310875;-0,59088367;0,061858765;
-0,377570087;0,813067907;-0,938572751;
-0,845858703;0,379191066;-0,407694062;
-1,542065727;1,751472605;-0,89474993;
-0,129906703;2,302513148;-2,647576498;
-1,178533435;1,270632517;-0,577392053;
-0,426395326;0,427971126;-0,682952107;
-0,527463021;0,944798151;-0,668672688;
2,004760801;-2,103316088;2,285059325;
-1,236288466;1,155060985;-0,245592378;
0,539026046;-0,453182038;-0,938592727;
-1,229790638;2,608550346;-1,603762445;
-0,400147863;-0,165812686;0,267705413;
-0,907359566;0,402537362;0,146102483;
-0,590207427;-0,099448544;0,107700561;
-1,129737185;0,857662637;-0,537513345;
-0,95256649;0,446270708;-0,318084766;
-0,574185858;-0,051886635;-0,131399163;
0,218759921;0,789651842;-1,621677657;
-0,75020903;1,821321373;-1,474604918;
-0,297359711;0,172156882;-0,436871485;
-1,247571067;0,918129648;0,011883388;
0,457991602;0,472988813;-1,430685221;
-0,700686909;0,644120253;-0,72766432;
-1,496516063;0,50391916;0,336189603;
-0,98302667;0,40542038;0,232895081;
-0,329224188;1,424172123;-1,505236955;
-1,723185007;1,20384542;0,439807022;
-0,160128393;0,562991994;-1,211992047;
-0,250629421;0,830737072;-1,222844778;
0,064320284;1,080256498;-1,769191048;
-0,218341003;0,819736891;-1,044062024;
0,061424727;0,109133062;-0,931610087;
-0,445980737;1,759527069;-1,791115838;
-0,502538254;0,090444219;-0,422821205;
-0,120149888;-0,556842316;-0,036956307;
-0,069625166;0,679740247;-1,176081696;
-0,827506581;0,609806214;-0,120248645;
0,175179349;0,207842025;-0,972645024;
0,074705922;0,646093393;-1,508017544;
-0,043353151;-0,120885691;-0,420602078;
-1,052617681;2,077068501;-1,409703121;
-0,380377547;1,240093539;-1,289765577;
-1,041838676;0,787287359;-0,375910678;
-0,548677371;1,622051704;-1,1488343;
-1,420460766;2,499962997;-1,598427992;
-0,211419218;-0,254702549;-0,077527954;
0,429436223;-0,540274105;-0,486651565;
0,191040283;0,196454277;-0,982362843;
-0,995325638;1,152098313;-0,769586413;
-0,906036893;1,224943391;-1,248351687;
-1,64830852;1,619741062;-0,151932407;
0,176912241;-0,438776437;-0,204390565;
-0,347021386;1,005845564;-1,16428853;
-0,650610795;2,30840148;-2,416998692;
-0,202492982;-0,203111818;-0,485423162;
0,023593845;-0,311910936;-0,333726081;
0,347130389;0,459333716;-1,384938684;
-0,852166862;0,203486268;0,205805505;
-0,676160185;0,401595861;-0,133567437;
-0,943492688;0,822802639;-0,265334732;
-0,357419445;0,877792073;-1,531155759;
-0,949205424;0,116650984;0,049407077;
-1,071630908;1,146444112;-0,40222206;
-1,49578186;1,692182835;-0,511409066;
0,140010586;-0,410123419;-0,522902379;
-0,618839474;1,782445354;-1,991259593;
-0,482460737;-0,91566631;0,664089928;
-0,407565556;0,865736441;-1,370933234;
-0,486527845;1,671462332;-1,678085617;
-0,785360031;1,044362205;-0,715573346;
-0,389862976;0,473023335;-1,031553781;
-0,035842324;-0,010578371;-0,825545051;
-0,734839303;0,5862568;-0,26535347;
-0,828659449;0,689154629;-0,654880385;
-0,445443679;0,301772468;-0,574282709;
0,077942683;1,181956967;-2,184011087;
-0,869155693;-0,701894277;0,82142815;
-0,903659941;0,902470299;-0,367922119;
-0,015737352;-0,352199355;-0,469598454;
0,318465748;-0,219797497;-0,906419426;
-0,011694303;-0,824539332;0,049477479;
0,597284997;-0,014565263;-1,177371582;
-0,800121371;1,731463755;-1,690499196;
-0,436306278;0,788553894;-1,012844581;
-1,181355311;0,826187533;-0,268541777;
-1,102263851;0,635477537;-0,220402353;
-0,942174119;0,68745183;-0,023279323;
-0,932006431;1,629745916;-1,34467514;
-1,020489048;0,959252022;-0,228116042;
-0,72522098;0,539745664;-0,3924715;
-0,689841298;-0,586157821;0,883511695;
-1,544411667;1,823154088;-0,623929488;
-0,428002238;-0,22891961;-0,031102975;
-0,790959334;-0,066209198;0,310270727;
0,158898246;0,248669451;-0,672936786;
-1,025352817;0,765738383;0,112762247;
-0,231907964;-0,963154593;0,744144447;
-1,321777372;1,970999604;-1,137555163;
-0,359125744;1,490059005;-1,987772227;
-0,709754737;-0,12139564;0,184607876;
-0,137610476;0,758584651;-1,336688046;
0,799271136;-0,462861795;-1,216008887;
-0,166463999;-0,971839109;0,427663102;
-0,852672391;1,245168831;-0,745108487;
-0,952709452;0,478416024;-0,056337677;
-0,391907266;1,203784117;-1,196470262;
-0,697870014;-0,069063623;0,266094027;
-1,346512087;0,844133316;-0,161576065;
-0,37518023;0,489453296;-0,426800871;
-0,571258995;1,104442283;-0,885068864;
-1,469868992;0,62777236;0,551762167;
0,507913753;-1,033676929;-0,05556324;
-0,873471637;0,62098296;-0,072762547;
-0,146965362;-0,302191122;0,118132615;
-0,819073227;0,975581731;-0,743414942;
-0,958894444;0,807850882;-0,365214877;
-1,200952374;0,159511758;0,308134983;
-0,642156806;1,358450358;-1,353275037;
-0,66270217;0,342681373;-0,334566293;
-0,962561944;0,591268169;0,085529677;
0,500427703;0,163085652;-1,446677524;
-0,92015948;0,156740702;0,130104223;
0,161205334;0,212240659;-1,060993125;
-1,497176683;-0,285403274;1,199768525;
-1,537501461;1,161150547;-0,064177995;
-1,682325176;1,192441944;0,2911077;
-0,118180838;0,562582499;-1,073337568;
-0,314425291;-0,091511992;0,156661399;
-1,180536224;2,234032687;-1,548999735;
-0,861465912;1,601306751;-1,25820654;
-0,542321941;0,493437877;-0,67247313;
-0,235583146;0,136370819;-0,652486512;
-1,042754915;1,244692693;-0,723850504;
-0,951723189;0,922563994;-0,232268868;
-0,65379788;0,861520137;-0,681378048;
-0,147485911;0,627776225;-1,144243822;
-1,175599042;1,441827236;-0,546534176;
-0,750461264;0,545226685;-0,081218128;
-0,382973762;0,377073588;-0,558770454;
-0,552874528;0,593495366;-0,784541001;
-0,437200568;-0,200264151;0,192260869;
-0,840900244;1,301554369;-1,105268299;
-1,612988358;1,414209498;-0,345893699;
-1,115292533;-0,636173962;1,230453446;
-0,508196125;1,609343309;-1,837851927;
-0,45959012;1,62369596;-2,062714281;
-1,541308302;1,939390702;-0,467482612;
0,244259506;-0,084031486;-1,011875969;
-0,273896311;-0,078158917;-0,310010843;
0,130931841;1,158218963;-1,823615181;
-0,426078322;-0,170766193;0,076950058;
-0,234933095;1,02771;-1,431594955;
-0,918496825;0,687432299;-0,293027486;
-0,588672175;0,349834503;-0,382027174;
-0,236203948;0,45356422;-0,789816739;
-0,809924546;0,413276279;-0,053830004;
-0,462623915;0,683222471;-0,73647365;
-1,284222117;1,137320623;-0,450908769;
-0,27295527;0,86303821;-1,159878132;
0,012150757;0,444414293;-1,133046126;
-0,620814493;0,56540985;-0,631723032;
-0,147572424;0,412314335;-0,932468112;
-0,996773022;-0,072474752;0,533029176;
-1,100215573;0,558466262;-0,061133624;
-0,364459776;0,189241143;-0,672682037;
-0,707242794;-0,299163782;0,444298898;
0,158419542;-0,477907152;-0,591226599;
-0,567081721;1,441950625;-1,503165957;
-0,215824344;-0,479802001;0,154727632;
-1,11398406;1,359724134;-0,753806596;
-0,351787929;0,55882911;-0,959251511;
-0,399740374;1,128861045;-1,479214491;
-0,078779394;1,122622283;-1,753112541;
0,056302772;0,599720179;-1,737391874;
-1,124884295;0,03127003;0,696303554;
-0,527839378;0,893638171;-0,844838359;
-1,242075193;2,292645049;-1,268760737;
-1,264172358;2,109828218;-1,036733769;
-0,445080277;0,73489154;-0,799641323;
-0,231856874;0,584770079;-1,225271067;
-0,966507357;1,438163627;-0,722819854;
-1,305651872;1,67079334;-0,499359909;
-0,308787192;0,271892185;-0,519630987;
-0,670871721;0,420012409;0,120989949;
-0,343674992;1,236854886;-1,338496263;
-0,143819563;1,692548733;-2,316893593;
-1,157860875;1,888420897;-1,091112637;
-0,201594284;1,564820019;-1,968349454;
-0,671883626;0,983731221;-0,893185021;
-0,696717192;1,10624514;-0,82709061;
-0,719162976;0,774266649;-0,612364491;
-0,341888443;-0,381987685;0,358637216;
0,308916055;-0,260808533;-0,685649803;
-2,019402201;1,727631629;0,219909067;
-1,046275211;0,540255337;-0,123477558;
-0,362467024;1,062114119;-1,544777881;
-1,064238965;1,447650586;-0,833179943;
-0,26831652;0,369773928;-0,421336145;
-0,41794092;-0,047474046;-0,064682896;
-0,476045863;-0,52561368;0,206605542;
1,543811221;-0,938691595;1,811697049;
-0,746092609;-0,098518029;0,287649112;
-0,745890637;1,65454828;-1,630983733;
-0,22736187;0,273488773;-0,407276421;
-0,249991615;-0,045835624;-0,488196382;
-0,184841017;1,135440923;-1,558141867;
-1,655646394;1,969071643;-0,625251092;
0,121385032;1,350990833;-2,375496421;
-0,839072585;1,312798162;-0,781614126;
0,393062483;-0,941169694;0,118972242;
-0,796363275;1,638405736;-1,354339896;
-0,616906005;0,838167339;-1,237924615;
-0,19570617;-0,511262715;-0,125267915;
-0,443567516;-2,313547483;-0,41546963;
-0,8849343;0,266877401;0,342363216;
-0,763148206;0,00104532;0,30269882;
-0,779767204;0,526033912;-0,256700563;
-0,476523939;0,865865828;-0,934934597;
0,616039198;0,444756133;-1,85511012;
-0,39692133;0,467268277;-0,951809312;
-1,091885927;1,225804623;-0,577407427;
0,003178963;-0,526007422;0,060149023;
-0,027018388;0,722889729;-1,36881622;
-1,214423516;1,345832279;-0,689472447;
-0,730599127;0,502053994;-0,007921857;
-0,316009941;-0,080916516;-0,121413912;
0,119324508;1,088766815;-1,704055871;
-0,445524929;0,591732563;-0,558614958;
-0,68668392;1,311141377;-1,056642323;
-1,136993221;0,63643194;-0,135753951;
-0,670453082;0,219237963;-0,20454217;
-0,551260995;-0,46856;0,484094423;
0,166448595;0,488592317;-1,257252775;
-0,560277075;-0,426543271;0,555107788;
0,616900992;-1,148614937;-0,358706954;
-0,712726728;0,641281435;-0,334356116;
-0,376594382;0,588915634;-1,044544927;
-0,604000248;0,706311671;-0,586290268;
-1,683278173;1,877887272;-0,351336974;
-0,770908767;1,083549682;-1,143442697;
-0,958658174;0,770064875;-0,288120406;
-1,432522827;0,277808401;0,659795254;
0,271827929;-0,283408182;-0,838387645;
-1,322782921;2,136654507;-1,288920099;
-0,356120982;0,818740721;-1,115981931;
0,025060759;1,377985337;-1,627581484;
-1,38055342;1,10410092;-0,378328595;
-1,112161766;2,177501018;-1,56618236;
-1,028469961;-0,340918015;0,796750238;
-1,28477762;1,818278714;-1,103069061;
-1,44581316;2,527277065;-1,938519109;
-1,516436667;1,718377106;-0,930554782;
-1,033730452;0,801795972;-0,442132018;
-0,862789298;-0,134709734;0,541876624;
-0,893059913;0,299182762;-0,135642814;
0,123547849;0,35297935;-1,222975118;
-0,252884596;0,774422844;-0,872764645;
-0,706145473;0,077716979;0,0359006;
